Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Education,Q5_Occupation,Q6_Monthly_Income,Q7_Sustainability_Awareness_1to5,Q8_Action_PublicTransport,Q8_Action_EcoProducts,Q8_Action_PlasticReduce,Q8_Action_EnergyConserve,Q8_Action_WasteSegregation,Q8_Action_DietChange,Q8_Action_SolarEnergy,Q8_Action_None,Q9_EcoChoice_Frequency,Q10_Primary_Commute,Q11_EnvImpact_OnPurchase_1to5,Q12_App_Comfort,Q13_App_UPI,Q13_App_Fitness,Q13_App_Loyalty,Q13_App_FoodDelivery,Q13_App_Ecommerce,Q13_App_Fintech,Q13_App_None,Q14_DataTracking_Consent,Q15_Likelihood_Download_1to5,Q16_Reward_Cashback,Q16_Reward_EcoDiscounts,Q16_Reward_Vouchers,Q16_Reward_TreePlanting,Q16_Reward_Leaderboard,Q16_Reward_Insurance,Q16_Reward_NGO,Q17_WTP_Premium_Subscription,Q18_Monthly_EcoSpend_Category,Q19_Price_Premium_Willingness,Q20_Brand_Trust_1to5,Q21_Barrier_TooExpensive,Q21_Barrier_DontKnowImpact,Q21_Barrier_Inconvenient,Q21_Barrier_NoImpact,Q21_Barrier_TimeConstraint,Q21_Barrier_None,Q22_BrandPref_OrganicFood,Q22_BrandPref_SustFashion,Q22_BrandPref_EV,Q22_BrandPref_CleanBeauty,Q22_BrandPref_HomeKitchen,Q22_BrandPref_GreenTravel,Q22_BrandPref_Solar,Q22_BrandPref_FinancialProducts,Q23_Social_Influence_1to5,Q24_Group_Challenge_Interest,Q25_NPS_0to10,Q26_Environmental_Identity,Q27_Loss_Aversion_Type,Q28_Rewards_Engagement_Depth,Q29_Household_Decision_Role,Q30_Channel_Instagram,Q30_Channel_WhatsApp,Q30_Channel_LinkedIn,Q30_Channel_NewsDigital,Q30_Channel_FriendsFamily,Q30_Channel_OTTAds,Q30_Channel_Influencer,Q30_Channel_Google,TARGET_Will_Adopt_App_0or1,TARGET_Monthly_EcoSpend_INR,TARGET_WTP_Monthly_INR,Noise_Flag,Internal_Tech_Score,Internal_Green_Score,Internal_Spend_Power,Internal_Social_Score
GL2025511,45-54,Male,Tier-3,High school or below,Business owner,Below 15k,2,0,0,0,1,0,0,0,0,Never,Personal car/SUV,2,Not comfortable,1,0,0,1,0,1,0,Not willing,2,1,0,0,0,0,0,1,100-199/mo,Under 500,Up to 5% more,2,0,0,1,0,0,0,1,1,1,1,1,0,0,0,3,Maybe depends,1,Aware not priority,Loss motivated (lose coins),Check occasionally,Decide independently,0,1,0,1,0,0,0,0,0,255.0,148.0,0,0.2234,0.0591,0.2757,0.3115
GL2025512,18-24,Female,Tier-3,High school or below,Salaried-Private,1L-2L,2,0,0,1,1,1,0,0,0,Occasionally,Cycling/Walking,2,Not comfortable,1,0,0,0,1,0,0,Willing if anonymized,2,1,1,0,0,1,0,0,50-99/mo,1500-3000,Up to 10% more,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,Maybe depends,3,Care but not central,Loss motivated (lose coins),Rarely check,Decide independently,0,1,0,0,0,0,0,1,0,2618.0,75.0,2,0.4094,0.285,0.2053,0.4023
GL2025513,35-44,Male,Tier-2,High school or below,Salaried-Private,1L-2L,1,0,1,0,1,0,0,0,0,Occasionally,Cycling/Walking,2,Very comfortable,1,0,0,1,0,0,0,Fully willing,2,0,1,1,0,0,0,0,Up to 49/mo,1500-3000,Up to 5% more,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,Maybe depends,2,Care but not central,Gain motivated (earn coins),Rarely check,Joint with spouse,0,1,0,0,1,0,0,0,1,2301.0,29.0,0,0.4629,0.1183,0.3785,0.2615
GL2025514,35-44,Male,Rural,Undergraduate,Homemaker,15k-30k,3,0,0,0,1,0,0,0,0,Rarely,Personal car/SUV,2,Very comfortable,0,0,0,0,0,0,1,Not willing,2,0,0,0,0,1,0,0,Free only,Under 500,Up to 5% more,2,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,Not interested,2,Care but not central,Loss motivated (lose coins),Strategically maximise,Decide for household,1,0,0,0,1,0,0,0,0,296.0,0.0,1,0.1775,0.1867,0.1765,0.1441
GL2025515,25-34,Male,Rural,Undergraduate,Self-employed,Below 15k,3,0,0,0,0,0,0,0,1,Always,Two-wheeler,4,Somewhat comfortable,0,1,0,0,0,0,0,Not willing,2,0,1,1,0,0,0,0,100-199/mo,1500-3000,Up to 10% more,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,No-prefer solo,3,Care but not central,Gain motivated (earn coins),Check occasionally,Decide independently,0,0,0,0,0,0,1,0,0,2577.0,177.0,0,0.2359,0.3338,0.183,0.3598
GL2025516,25-34,Female,Metro,Undergraduate,Salaried-Private,Below 15k,3,1,0,0,0,0,0,0,0,Occasionally,Work from home,2,Somewhat comfortable,1,1,0,1,0,0,0,Not willing,2,0,1,1,0,0,0,0,Free only,Under 500,Up to 10% more,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,No-prefer solo,4,Core identity,Loss motivated (lose coins),Actively track,Decide independently,0,0,1,0,0,1,0,0,0,259.0,0.0,0,0.5132,0.3748,0.1845,0.343
GL2025517,45-54,Male,Tier-3,Postgraduate,Salaried-Private,30k-60k,2,0,1,0,0,0,0,0,0,Rarely,Personal car/SUV,1,Somewhat comfortable,1,0,0,0,1,0,0,Not willing,2,1,0,0,0,0,1,0,50-99/mo,1500-3000,Up to 10% more,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,Yes-love it,2,Not relevant,Gain motivated (earn coins),Strategically maximise,Decide for household,0,1,0,1,0,0,0,0,0,2488.0,71.0,0,0.5123,0.1458,0.2469,0.0818
GL2025518,18-24,Male,Metro,Undergraduate,Salaried-Private,30k-60k,2,0,0,0,1,0,0,0,0,Rarely,Bus/Auto,1,Somewhat comfortable,1,1,0,1,0,1,0,Fully willing,2,0,0,0,0,0,0,0,Up to 49/mo,3000-6000,Up to 5% more,3,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,Maybe depends,2,Aware not priority,Gain motivated (earn coins),Actively track,Joint with spouse,0,0,0,0,0,0,0,0,0,4781.0,24.0,0,0.5292,0.2643,0.3091,0.225
GL2025519,25-34,Male,Tier-3,High school or below,Salaried-Private,30k-60k,1,0,0,1,1,0,0,1,0,Frequently,Two-wheeler,1,Very comfortable,1,1,0,1,1,0,0,Fully willing,3,0,0,0,1,0,0,0,50-99/mo,Zero,Up to 10% more,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Yes-love it,0,Aware not priority,Loss motivated (lose coins),Actively track,Decide independently,0,1,0,0,0,0,0,1,0,0.0,63.0,0,0.4942,0.0771,0.1692,0.1927
GL2025520,18-24,Female,Metro,Postgraduate,Business owner,60k-1L,3,1,1,0,0,1,0,0,0,Rarely,Cycling/Walking,3,Very comfortable,1,0,0,1,1,0,0,Not willing,3,0,0,0,1,1,1,0,Up to 49/mo,500-1500,Up to 10% more,3,0,0,1,1,0,0,0,0,0,1,0,1,0,1,3,Maybe depends,4,Not relevant,Gain motivated (earn coins),Actively track,Joint with parents,0,0,0,1,0,0,1,0,0,854.0,22.0,0,0.4795,0.4815,0.3724,0.5306
GL2025521,18-24,Female,Rural,Undergraduate,Salaried-Govt,Below 15k,2,0,0,1,1,0,1,0,0,Never,Bus/Auto,3,Very comfortable,1,0,0,0,0,0,0,Fully willing,3,0,0,0,0,0,0,0,Free only,Zero,Up to 10% more,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,No-prefer solo,3,Aware not priority,Gain motivated (earn coins),Rarely check,Joint with parents,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0.3424,0.2754,0.1941,0.4446
GL2025522,55+,Female,Metro,Postgraduate,Retired,Above 2L,3,1,0,0,1,0,0,0,0,Never,Work from home,2,Very comfortable,1,0,0,0,0,0,0,Willing if anonymized,2,0,1,0,0,0,0,1,100-199/mo,1500-3000,Price irrelevant,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,Maybe depends,4,Care but not central,Loss motivated (lose coins),Strategically maximise,Decide for household,0,0,0,0,0,0,1,1,0,2220.0,134.0,0,0.3868,0.3531,0.6284,0.235
GL2025523,25-34,Male,Tier-3,High school or below,Self-employed,15k-30k,2,0,0,0,0,0,0,0,1,Never,Bus/Auto,3,Very comfortable,0,1,1,0,0,0,0,Willing if anonymized,2,0,0,0,1,0,0,0,Free only,3000-6000,Up to 5% more,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,No-prefer solo,2,Core identity,Both equal,Check occasionally,Decide independently,0,1,0,0,1,0,0,0,0,4304.0,0.0,0,0.2498,0.3334,0.1381,0.0192
GL2025524,18-24,Female,Metro,High school or below,Student,60k-1L,2,1,0,1,0,1,0,0,0,Always,Personal car/SUV,4,Not comfortable,1,0,0,0,1,0,0,Willing if improves rewards,3,0,0,0,0,0,0,0,Free only,3000-6000,No premium,3,0,0,1,0,1,0,1,1,0,1,0,1,0,1,4,Yes-love it,5,Core identity,Both equal,Rarely check,Joint with parents,0,0,0,0,0,1,1,0,1,4608.0,0.0,0,0.456,0.369,0.4141,0.5443
GL2025525,25-34,Male,Rural,Undergraduate,Salaried-Private,Below 15k,2,0,0,1,0,0,0,0,0,Frequently,Bus/Auto,2,Somewhat comfortable,0,0,1,1,0,0,0,Willing if improves rewards,1,0,1,0,0,0,0,0,200-399/mo,500-1500,Up to 10% more,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,Maybe depends,2,Aware not priority,Both equal,Actively track,Decide independently,1,1,0,0,0,0,0,0,0,984.0,256.0,0,0.3286,0.1991,0.0746,0.1827
GL2025526,18-24,Female,Tier-2,Undergraduate,Salaried-Private,Above 2L,3,1,1,1,0,1,1,1,0,Always,Two-wheeler,3,Not comfortable,1,1,0,1,1,0,0,Willing if improves rewards,3,0,0,1,0,1,0,0,Up to 49/mo,1500-3000,No premium,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Yes-love it,5,Aware not priority,Both equal,Check occasionally,Decide independently,1,0,1,0,0,0,0,0,1,2119.0,26.0,0,0.5455,0.5085,0.4856,0.432
GL2025527,55+,Male,Tier-3,Undergraduate,Business owner,Above 2L,2,0,0,0,0,0,0,1,0,Occasionally,Two-wheeler,2,Not comfortable,1,0,1,1,0,0,0,Willing if improves rewards,2,1,1,0,1,0,0,0,Free only,Under 500,No premium,2,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,Not interested,2,Care but not central,Loss motivated (lose coins),Strategically maximise,Decide for household,0,1,0,0,1,0,0,0,1,245.0,0.0,0,0.3836,0.1865,0.2588,0.0484
GL2025528,25-34,Male,Metro,Undergraduate,Salaried-Govt,1L-2L,3,0,1,1,0,0,0,1,0,Never,Bus/Auto,1,Very comfortable,1,1,0,0,1,0,0,Willing if improves rewards,2,1,0,1,0,0,0,0,Up to 49/mo,500-1500,Up to 10% more,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,Maybe depends,4,Aware not priority,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,0,1,0,0,1,0,1,988.0,23.0,0,0.4868,0.3096,0.4891,0.2883
GL2025529,25-34,Female,Tier-2,Postgraduate,Student,Below 15k,3,0,1,1,1,0,0,1,0,Occasionally,Bus/Auto,2,Somewhat comfortable,1,0,1,1,0,1,0,Willing if improves rewards,3,1,0,0,1,0,0,0,100-199/mo,Zero,Price irrelevant,3,0,0,0,0,0,1,0,0,1,0,1,0,1,1,3,Maybe depends,1,Core identity,Both equal,Actively track,Joint with parents,1,0,1,0,0,0,0,0,1,0.0,177.0,0,0.5507,0.2917,0.2191,0.3543
GL2025530,45-54,Male,Metro,Postgraduate,Self-employed,30k-60k,2,0,0,0,1,0,0,0,0,Rarely,Two-wheeler,2,Not comfortable,0,0,0,0,0,1,0,Willing if improves rewards,2,1,1,0,1,0,0,0,Free only,Under 500,Up to 5% more,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,Yes-love it,3,Care but not central,Gain motivated (earn coins),Check occasionally,Joint with spouse,0,1,0,0,0,0,0,1,0,265.0,0.0,0,0.4147,0.262,0.2524,0.3235
GL2025531,35-44,Female,Metro,Undergraduate,Salaried-Govt,60k-1L,2,1,0,1,0,0,0,1,0,Rarely,Two-wheeler,2,Not comfortable,1,1,0,0,0,0,0,Willing if anonymized,2,1,0,0,1,0,1,0,Free only,Zero,No premium,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,Maybe depends,3,Care but not central,Gain motivated (earn coins),Actively track,Joint with spouse,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0.401,0.2624,0.3342,0.4591
GL2025532,18-24,Male,Tier-3,Undergraduate,Student,15k-30k,2,0,0,1,0,0,0,0,0,Occasionally,Bus/Auto,1,Somewhat comfortable,1,0,0,0,1,0,0,Willing if anonymized,2,1,0,1,1,0,0,0,50-99/mo,Under 500,Up to 20% more,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Yes-love it,2,Not relevant,Both equal,Check occasionally,Decide independently,0,1,0,0,0,0,0,0,1,209.0,94.0,0,0.466,0.1908,0.3885,0.1978
GL2025533,45-54,Male,Rural,High school or below,Business owner,15k-30k,2,0,0,0,1,0,0,0,0,Always,Two-wheeler,1,Very comfortable,1,0,0,0,0,0,0,Fully willing,1,1,0,0,1,0,0,0,Free only,Zero,Up to 20% more,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,No-prefer solo,1,Aware not priority,Both equal,Strategically maximise,Someone else decides,0,0,0,1,1,0,0,0,1,0.0,0.0,0,0.2179,0.1573,0.2464,0.0745
GL2025534,55+,Male,Rural,Undergraduate,Self-employed,Below 15k,1,1,0,0,1,1,0,0,0,Always,Cycling/Walking,1,Not comfortable,1,0,0,0,0,1,0,Not willing,1,1,1,0,0,0,0,0,Free only,Under 500,Up to 10% more,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,No-prefer solo,1,Not relevant,Gain motivated (earn coins),Actively track,Joint with spouse,0,1,0,0,0,0,0,1,0,211.0,0.0,0,0.0907,0.2216,0.0058,0.1105
GL2025535,25-34,Male,Tier-3,Undergraduate,Salaried-Private,60k-1L,2,1,0,0,1,0,0,0,0,Always,Two-wheeler,2,Not comfortable,0,0,0,1,1,0,0,Not willing,3,0,0,1,0,0,0,0,50-99/mo,Zero,No premium,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,No-prefer solo,3,Core identity,Loss motivated (lose coins),Check occasionally,Joint with parents,0,1,1,0,0,0,0,0,0,0.0,65.0,0,0.4843,0.2447,0.2682,0.3063
GL2025536,18-24,Male,Tier-2,Undergraduate,Student,30k-60k,2,1,0,1,1,1,0,0,0,Occasionally,Work from home,2,Not comfortable,0,0,0,1,0,0,0,Fully willing,3,1,1,0,0,0,0,0,50-99/mo,1500-3000,Up to 20% more,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,Maybe depends,4,Aware not priority,Gain motivated (earn coins),Actively track,Joint with parents,0,0,0,1,0,0,1,0,0,2013.0,87.0,0,0.513,0.2871,0.3984,0.1301
GL2025537,35-44,Female,Metro,Postgraduate,Salaried-Private,30k-60k,2,0,1,1,0,0,0,0,0,Occasionally,Two-wheeler,2,Somewhat comfortable,1,0,0,1,1,1,0,Willing if anonymized,3,1,0,1,0,0,0,0,50-99/mo,1500-3000,Up to 20% more,3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,2,No-prefer solo,3,Care but not central,Both equal,Check occasionally,Decide independently,1,0,1,0,0,0,0,0,1,2441.0,92.0,0,0.5333,0.3877,0.4783,0.3677
GL2025538,45-54,Male,Tier-2,Undergraduate,Salaried-Private,60k-1L,2,0,0,0,0,0,1,0,0,Rarely,Personal car/SUV,2,Somewhat comfortable,0,0,1,0,0,1,0,Willing if anonymized,2,1,0,0,0,0,0,0,Up to 49/mo,500-1500,Up to 20% more,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,Yes-love it,2,Care but not central,Loss motivated (lose coins),Actively track,Decide for household,0,0,0,0,1,1,0,0,0,1013.0,29.0,0,0.3186,0.1834,0.433,0.219
GL2025539,35-44,Male,Metro,Postgraduate,Self-employed,60k-1L,3,1,0,0,0,0,1,0,0,Rarely,Personal car/SUV,3,Somewhat comfortable,0,0,0,1,0,1,0,Willing if anonymized,2,0,1,0,1,0,0,0,50-99/mo,Under 500,Up to 10% more,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Maybe depends,4,Care but not central,Gain motivated (earn coins),Strategically maximise,Someone else decides,1,0,0,0,0,1,0,0,0,294.0,77.0,0,0.3474,0.4345,0.6678,0.0296
GL2025540,18-24,Male,Tier-3,High school or below,Student,30k-60k,2,1,0,0,1,0,0,0,0,Rarely,Two-wheeler,2,Not comfortable,1,1,1,0,0,0,0,Not willing,2,0,0,0,0,0,0,0,100-199/mo,1500-3000,No premium,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Yes-love it,1,Aware not priority,Gain motivated (earn coins),Rarely check,Joint with parents,0,0,0,0,0,0,0,1,0,2058.0,128.0,0,0.4806,0.2488,0.3403,0.0529
GL2025541,18-24,Male,Rural,Undergraduate,Salaried-Private,Below 15k,3,0,1,1,0,0,0,0,0,Frequently,Cycling/Walking,2,Very comfortable,1,0,1,0,0,0,0,Not willing,2,0,1,0,0,0,0,0,Free only,Zero,Up to 5% more,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,Yes-love it,1,Care but not central,Loss motivated (lose coins),Rarely check,Joint with spouse,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0.2773,0.3087,0.1315,0.344
GL2025542,18-24,Male,Tier-3,Undergraduate,Self-employed,1L-2L,2,1,1,0,0,0,0,0,0,Never,Two-wheeler,2,Somewhat comfortable,0,0,1,0,1,0,0,Willing if improves rewards,3,0,0,0,1,1,0,0,Free only,Zero,Up to 20% more,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,Maybe depends,3,Not relevant,Loss motivated (lose coins),Check occasionally,Joint with parents,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0.3634,0.1566,0.3935,0.3827
GL2025543,55+,Non-binary/Other,Metro,Undergraduate,Business owner,Above 2L,2,1,0,0,0,0,0,0,0,Occasionally,Metro/Train,1,Not comfortable,1,0,0,0,0,0,0,Willing if anonymized,2,1,0,0,0,0,0,0,Up to 49/mo,500-1500,Up to 10% more,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Not interested,1,Care but not central,Loss motivated (lose coins),Rarely check,Decide independently,0,1,0,0,0,1,0,0,0,987.0,20.0,0,0.2673,0.2571,0.5461,0.0
GL2025544,35-44,Male,Tier-3,Undergraduate,Salaried-Private,30k-60k,1,0,0,0,0,1,0,1,0,Rarely,Electric vehicle,2,Very comfortable,1,0,0,0,1,0,0,Willing if anonymized,3,0,0,0,0,0,0,0,Up to 49/mo,Under 500,Up to 20% more,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,Yes-love it,3,Core identity,Loss motivated (lose coins),Check occasionally,Decide for household,0,1,1,0,0,0,0,0,1,201.0,22.0,0,0.4149,0.1817,0.3228,0.1533
GL2025545,35-44,Female,Rural,High school or below,Business owner,Below 15k,1,0,0,0,0,0,0,0,1,Never,Cycling/Walking,1,Somewhat comfortable,1,0,0,0,1,0,0,Fully willing,1,1,0,0,0,1,0,0,Up to 49/mo,Zero,Price irrelevant,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,Maybe depends,2,Care but not central,Loss motivated (lose coins),Check occasionally,Decide independently,1,0,0,0,0,0,1,0,0,0.0,29.0,0,0.2375,0.0626,0.0,0.3679
GL2025546,25-34,Male,Tier-3,High school or below,Business owner,1L-2L,2,0,0,0,0,0,1,0,0,Always,Bus/Auto,1,Not comfortable,1,0,0,0,1,0,0,Not willing,2,0,0,0,0,0,0,0,Up to 49/mo,1500-3000,Up to 10% more,3,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2,No-prefer solo,0,Core identity,Loss motivated (lose coins),Actively track,Joint with spouse,1,0,0,0,0,1,0,0,0,2373.0,33.0,0,0.4016,0.1334,0.2798,0.1581
GL2025547,45-54,Female,Tier-3,Undergraduate,Salaried-Private,30k-60k,3,0,0,1,1,0,0,0,0,Never,Two-wheeler,3,Somewhat comfortable,1,0,0,0,0,1,0,Willing if anonymized,2,0,1,1,0,0,0,0,200-399/mo,Zero,Up to 20% more,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,Maybe depends,6,Aware not priority,Loss motivated (lose coins),Check occasionally,Decide independently,0,0,0,0,1,0,0,1,0,0.0,341.0,0,0.341,0.4046,0.2669,0.3676
GL2025548,18-24,Female,Tier-3,Undergraduate,Student,30k-60k,2,1,0,0,0,0,0,0,0,Occasionally,Cycling/Walking,3,Very comfortable,0,1,1,1,0,0,0,Not willing,2,0,0,0,0,0,0,0,50-99/mo,500-1500,Up to 5% more,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,Maybe depends,2,Aware not priority,Gain motivated (earn coins),Check occasionally,Joint with parents,1,0,0,0,0,0,0,1,1,914.0,86.0,0,0.4997,0.2409,0.3517,0.3805
GL2025549,55+,Female,Metro,High school or below,Business owner,Above 2L,2,0,0,1,0,1,0,1,0,Frequently,Metro/Train,3,Not comfortable,0,0,0,1,0,0,0,Willing if improves rewards,3,0,1,0,0,0,1,1,Up to 49/mo,3000-6000,Up to 10% more,2,0,1,0,0,1,0,1,1,1,1,0,0,0,0,3,No-prefer solo,4,Core identity,Gain motivated (earn coins),Rarely check,Decide for household,1,0,0,0,0,0,0,0,0,4284.0,30.0,0,0.3587,0.2874,0.4358,0.3372
GL2025550,25-34,Female,Metro,Postgraduate,Business owner,60k-1L,3,0,0,1,0,0,0,0,0,Frequently,Metro/Train,2,Somewhat comfortable,1,1,1,0,1,0,0,Not willing,2,0,0,1,0,0,1,0,50-99/mo,1500-3000,Up to 5% more,3,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,Yes-love it,4,Core identity,Loss motivated (lose coins),Actively track,Decide independently,1,1,0,0,0,0,0,0,1,1968.0,67.0,0,0.4483,0.3274,0.3615,0.4181
GL2025551,25-34,Male,Metro,Postgraduate,Student,Above 2L,2,1,1,1,0,0,0,0,0,Frequently,Personal car/SUV,2,Very comfortable,0,1,0,1,1,1,0,Willing if improves rewards,3,0,1,0,0,0,0,0,Up to 49/mo,Under 500,Up to 5% more,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,Yes-love it,7,Care but not central,Neither,Rarely check,Joint with spouse,0,0,0,0,1,0,1,0,1,246.0,20.0,0,0.8492,0.2932,0.5662,0.3229
GL2025552,35-44,Male,Tier-3,High school or below,Salaried-Private,1L-2L,5,0,1,0,0,0,0,0,0,Never,Personal car/SUV,1,Very comfortable,0,0,0,1,0,0,0,Willing if anonymized,1,0,0,0,0,0,0,1,400+/mo,Zero,Up to 10% more,2,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2,No-prefer solo,3,Aware not priority,Gain motivated (earn coins),Actively track,Joint with spouse,0,1,1,0,0,0,0,0,1,0.0,404.0,2,0.3748,0.2221,0.2282,0.2318
GL2025553,18-24,Male,Metro,Undergraduate,Homemaker,Above 2L,2,0,0,0,1,1,0,0,0,Occasionally,Electric vehicle,2,Somewhat comfortable,0,0,0,1,1,0,0,Willing if improves rewards,2,0,0,0,0,0,0,0,50-99/mo,500-1500,Up to 5% more,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,Yes-love it,6,Care but not central,Loss motivated (lose coins),Actively track,Joint with parents,1,0,0,0,0,0,1,0,1,1085.0,73.0,0,0.4879,0.3593,0.7319,0.315
GL2025554,35-44,Male,Tier-2,Undergraduate,Salaried-Private,15k-30k,2,0,0,0,1,0,0,0,0,Frequently,Two-wheeler,2,Somewhat comfortable,1,1,1,1,1,0,0,Not willing,2,0,0,0,0,1,0,0,400+/mo,1500-3000,No premium,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Maybe depends,3,Care but not central,Gain motivated (earn coins),Check occasionally,Joint with spouse,0,0,0,0,1,0,0,0,0,1981.0,533.0,0,0.4948,0.3025,0.222,0.2515
GL2025555,18-24,Male,Metro,Undergraduate,Student,30k-60k,2,0,1,1,0,0,1,1,0,Frequently,Metro/Train,2,Somewhat comfortable,1,0,1,0,1,0,0,Willing if anonymized,3,1,1,0,0,0,0,0,Free only,500-1500,Up to 20% more,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,Not interested,4,Aware not priority,Gain motivated (earn coins),Strategically maximise,Joint with parents,0,0,1,0,0,0,1,0,1,892.0,0.0,0,0.6232,0.3277,0.5036,0.2694
GL2025556,18-24,Male,Rural,Postgraduate,Salaried-Private,Below 15k,3,1,0,0,0,1,0,0,0,Always,Two-wheeler,3,Not comfortable,1,0,0,1,1,0,0,Willing if anonymized,2,0,0,1,0,1,0,0,100-199/mo,Under 500,No premium,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,Maybe depends,2,Aware not priority,Neither,Check occasionally,Joint with parents,0,1,0,0,0,0,1,0,0,290.0,143.0,0,0.402,0.465,0.1638,0.2518
GL2025557,35-44,Female,Tier-3,Undergraduate,Salaried-Private,30k-60k,1,1,0,0,0,0,1,1,0,Never,Two-wheeler,1,Somewhat comfortable,1,0,0,0,0,0,0,Willing if improves rewards,2,0,1,0,0,1,0,0,Up to 49/mo,Under 500,Up to 20% more,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,Yes-love it,0,Aware not priority,Loss motivated (lose coins),Actively track,Joint with spouse,1,1,0,0,0,0,0,0,0,218.0,23.0,0,0.3917,0.0855,0.2823,0.2517
GL2025558,35-44,Male,Rural,High school or below,Salaried-Govt,30k-60k,2,0,0,1,0,1,0,0,0,Rarely,Metro/Train,2,Very comfortable,1,0,0,0,1,0,0,Not willing,2,1,0,0,0,0,1,0,200-399/mo,Zero,Up to 5% more,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,No-prefer solo,1,Aware not priority,Loss motivated (lose coins),Actively track,Decide independently,0,0,1,0,1,0,0,0,0,0.0,335.0,0,0.2471,0.1658,0.3613,0.0242
GL2025559,25-34,Male,Tier-2,Undergraduate,Salaried-Private,1L-2L,3,0,0,1,0,0,0,0,0,Occasionally,Metro/Train,2,Very comfortable,1,0,0,1,0,0,0,Willing if improves rewards,3,1,0,0,0,1,1,0,100-199/mo,Zero,Up to 5% more,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,Maybe depends,4,Care but not central,Both equal,Check occasionally,Joint with parents,1,0,0,0,0,0,1,0,0,0.0,180.0,0,0.4694,0.2727,0.4899,0.2661
GL2025560,55+,Male,Metro,Undergraduate,Homemaker,1L-2L,2,0,0,0,0,0,0,0,1,Never,Personal car/SUV,2,Not comfortable,0,1,1,0,0,1,0,Willing if improves rewards,3,0,0,0,0,0,1,0,Free only,Zero,No premium,3,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,Yes-love it,3,Care but not central,Both equal,Check occasionally,Joint with spouse,0,1,0,0,0,0,1,0,0,0.0,0.0,0,0.3168,0.2638,0.3783,0.1694
GL2025561,55+,Female,Tier-2,Postgraduate,Homemaker,60k-1L,2,0,0,0,1,1,1,0,0,Occasionally,Work from home,2,Somewhat comfortable,0,1,0,1,0,0,0,Willing if improves rewards,3,0,1,0,1,0,0,1,Up to 49/mo,Above 6000,Price irrelevant,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Yes-love it,2,Aware not priority,Neither,Check occasionally,Decide independently,0,0,0,1,0,1,0,0,1,6110.0,23.0,0,0.3729,0.3938,0.2968,0.1705
